timestamp,cpu_usage
2025-06-27 10:35:00+00:00,97.08630776815397
2025-06-27 10:40:00+00:00,98.39623619770994
2025-06-27 10:45:00+00:00,97.60320589788486
2025-06-27 10:50:00+00:00,96.70476413602299
2025-06-27 10:55:00+00:00,98.72836523618457
2025-06-27 11:00:00+00:00,98.45166932182778
2025-06-27 11:05:00+00:00,97.40317319753596
2025-06-27 11:10:00+00:00,98.11145887963256
2025-06-27 11:15:00+00:00,98.59221878350732
2025-06-27 11:20:00+00:00,98.24398742756823
2025-06-27 11:25:00+00:00,97.43402388132834
2025-06-27 11:30:00+00:00,97.35210191648117
2025-06-27 11:35:00+00:00,98.7092583634333
2025-06-27 11:40:00+00:00,98.32289337443567
2025-06-27 11:45:00+00:00,97.55330421807635
2025-06-27 11:50:00+00:00,98.47810627486179
2025-06-27 11:55:00+00:00,98.5962907604583
2025-06-27 12:00:00+00:00,98.2931733095807
2025-06-27 12:05:00+00:00,98.03333506304648
2025-06-27 12:10:00+00:00,98.29675312770257
2025-06-27 12:15:00+00:00,98.2501655810702
2025-06-27 12:20:00+00:00,98.42495707492863
2025-06-27 12:25:00+00:00,98.54485103096869
2025-06-27 12:30:00+00:00,98.72791212727277
2025-06-27 12:35:00+00:00,98.06722257387479
2025-06-27 12:40:00+00:00,98.66139085377813
2025-06-27 12:45:00+00:00,98.34996675452528
2025-06-27 12:50:00+00:00,97.47018915439844
2025-06-27 12:55:00+00:00,98.49645687063763
2025-06-27 13:00:00+00:00,98.3737538652905
2025-06-27 13:05:00+00:00,97.77505733633072
2025-06-27 13:10:00+00:00,98.74811694326263
2025-06-27 13:15:00+00:00,98.72471268562113
2025-06-27 13:20:00+00:00,97.11515485370343
2025-06-27 13:25:00+00:00,98.10480627307065
2025-06-27 13:30:00+00:00,98.69159397773333
2025-06-27 13:35:00+00:00,97.1473339580164
2025-06-27 13:40:00+00:00,97.52807461115121
2025-06-27 13:45:00+00:00,98.36499999999998
2025-06-27 13:50:00+00:00,98.54165145167998
2025-06-27 13:55:00+00:00,97.47855578381278
2025-06-27 14:00:00+00:00,98.85140820927033
2025-06-27 14:05:00+00:00,98.86003862047927
2025-06-27 14:10:00+00:00,98.26006319495568
2025-06-27 14:15:00+00:00,97.21847212552845
2025-06-27 14:20:00+00:00,97.86674862370246
2025-06-27 14:25:00+00:00,98.8350220862296
2025-06-27 14:30:00+00:00,98.27989980266265
2025-06-27 14:35:00+00:00,97.88508824369899
2025-06-27 14:40:00+00:00,98.25518378545621
2025-06-27 14:45:00+00:00,98.91666712208333
2025-06-27 14:50:00+00:00,98.41032051618825
2025-06-27 14:55:00+00:00,98.38469377233882
2025-06-27 15:00:00+00:00,98.8331871029595
2025-06-27 15:05:00+00:00,98.33014973432577
2025-06-27 15:10:00+00:00,97.58960516854687
2025-06-27 15:15:00+00:00,98.2485454072274
2025-06-27 15:20:00+00:00,98.96329120115495
2025-06-27 15:25:00+00:00,98.59329913143512
2025-06-27 15:30:00+00:00,98.47666470538842
2025-06-27 15:35:00+00:00,98.29967010279759
2025-06-27 15:40:00+00:00,98.73480245749542
2025-06-27 15:45:00+00:00,98.99385121080071
2025-06-27 15:50:00+00:00,98.63987879792943
2025-06-27 15:55:00+00:00,98.79814788861867
2025-06-27 16:00:00+00:00,98.49854789723616
2025-06-27 16:05:00+00:00,98.65176653764186
2025-06-27 16:10:00+00:00,98.7966846876052
2025-06-27 16:15:00+00:00,98.49994427785154
2025-06-27 16:20:00+00:00,98.2982206202394
2025-06-27 16:25:00+00:00,98.35500022737492
2025-06-27 16:30:00+00:00,98.85322803590182
2025-06-27 16:35:00+00:00,98.59067586936659
2025-06-27 16:40:00+00:00,98.87105124622379
2025-06-27 16:45:00+00:00,97.97825997825049
2025-06-27 16:50:00+00:00,97.81317950892912
2025-06-27 16:55:00+00:00,98.05000000000001
2025-06-27 17:00:00+00:00,98.50662266881605
2025-06-27 17:05:00+00:00,98.21793209908293
2025-06-27 17:10:00+00:00,98.62828238462018
2025-06-27 17:15:00+00:00,98.35506790472218
2025-06-27 17:20:00+00:00,97.3420133242036
2025-06-27 17:25:00+00:00,98.15146513586892
2025-06-27 17:30:00+00:00,98.3400015109676
2025-06-27 17:35:00+00:00,98.09998995337621
2025-06-27 17:40:00+00:00,98.67492969599459
2025-06-27 17:45:00+00:00,98.08512894269947
2025-06-27 17:50:00+00:00,98.53515820969504
2025-06-27 17:55:00+00:00,98.1886451269695
2025-06-27 18:00:00+00:00,98.00317928207721
2025-06-27 18:05:00+00:00,98.37155563809353
2025-06-27 18:10:00+00:00,98.33659328322734
2025-06-27 18:15:00+00:00,98.49170208308475
2025-06-27 18:20:00+00:00,98.33534105105356
2025-06-27 18:25:00+00:00,98.42496288767254
2025-06-27 18:30:00+00:00,98.51526826687056
2025-06-27 18:35:00+00:00,98.30500236613557
2025-06-27 18:40:00+00:00,98.22297619020352
2025-06-27 18:45:00+00:00,98.44547919156803
2025-06-27 18:50:00+00:00,98.55805241703032
2025-06-27 18:55:00+00:00,98.42151377391932
2025-06-27 19:00:00+00:00,98.25512198359203
2025-06-27 19:05:00+00:00,98.63328908255646
2025-06-27 19:10:00+00:00,98.61553401820967
2025-06-27 19:15:00+00:00,98.3967646752578
2025-06-27 19:20:00+00:00,98.1792667082205
2025-06-27 19:25:00+00:00,97.83063080894337
2025-06-27 19:30:00+00:00,98.64355823796076
2025-06-27 19:35:00+00:00,98.07033369832509
2025-06-27 19:40:00+00:00,97.60989983589596
2025-06-27 19:45:00+00:00,98.63177405492726
2025-06-27 19:50:00+00:00,98.57290590024391
2025-06-27 19:55:00+00:00,98.39515509800698
2025-06-27 20:00:00+00:00,98.65822802115888
2025-06-27 20:05:00+00:00,98.25508880107557
2025-06-27 20:10:00+00:00,98.4418669512797
2025-06-27 20:15:00+00:00,98.24814815675839
2025-06-27 20:20:00+00:00,97.45665225546227
2025-06-27 20:25:00+00:00,98.48678413035245
2025-06-27 20:30:00+00:00,98.27038556201576
2025-06-27 20:35:00+00:00,97.68105274176446
2025-06-27 20:40:00+00:00,98.53973194470305
2025-06-27 20:45:00+00:00,98.05578404801442
2025-06-27 20:50:00+00:00,98.39504403081682
2025-06-27 20:55:00+00:00,98.58833333333334
2025-06-27 21:00:00+00:00,98.65496234929222
2025-06-27 21:05:00+00:00,98.0998304725812
2025-06-27 21:10:00+00:00,97.60662167826199
2025-06-27 21:15:00+00:00,97.83348215882185
2025-06-27 21:20:00+00:00,98.8699332653345
2025-06-27 21:25:00+00:00,98.4015916427638
2025-06-27 21:30:00+00:00,98.92325632982333
2025-06-27 21:35:00+00:00,98.72833356890528
2025-06-27 21:40:00+00:00,98.26520790479664
2025-06-27 21:45:00+00:00,98.29019278357478
2025-06-27 21:50:00+00:00,97.6451537820315
2025-06-27 21:55:00+00:00,98.31240450922299
2025-06-27 22:00:00+00:00,97.67527441556683
2025-06-27 22:05:00+00:00,98.84157025273339
