timestamp,cpu_utilization
2025-05-12 14:45:00+00:00,13.236771578590075
2025-05-12 14:50:00+00:00,14.285226046293975
2025-05-12 14:55:00+00:00,8.881882773533773
2025-05-12 15:00:00+00:00,13.482973731557527
2025-05-12 15:05:00+00:00,15.827080620328587
2025-05-12 15:10:00+00:00,13.905656968107603
2025-05-12 15:15:00+00:00,16.427599159690242
2025-05-12 15:20:00+00:00,14.923986159140867
2025-05-12 15:25:00+00:00,14.501105223270134
2025-05-12 15:30:00+00:00,13.895524907360473
2025-05-12 15:35:00+00:00,12.06122787448888
2025-05-12 15:40:00+00:00,7.8005819824679445
2025-05-12 15:45:00+00:00,13.088092738638323
2025-05-12 15:50:00+00:00,13.337177514657379
2025-05-12 15:55:00+00:00,9.260231116375264
2025-05-12 16:00:00+00:00,13.209272848069668
2025-05-12 16:05:00+00:00,15.700378506382304
2025-05-12 16:10:00+00:00,13.4139161818622
2025-05-12 16:15:00+00:00,15.44862028016117
2025-05-12 16:20:00+00:00,15.149421539945374
2025-05-12 16:25:00+00:00,15.094067311364537
2025-05-12 16:30:00+00:00,13.984856005944312
2025-05-12 16:35:00+00:00,10.709621607395821
2025-05-12 16:40:00+00:00,8.07511522131196
2025-05-12 16:45:00+00:00,12.55895898466309
2025-05-12 16:50:00+00:00,13.912497954318923
2025-05-12 16:55:00+00:00,8.708811106230133
2025-05-12 17:00:00+00:00,12.960728842765093
2025-05-12 17:05:00+00:00,16.212161673108735
2025-05-12 17:10:00+00:00,13.547137413348537
2025-05-12 17:15:00+00:00,16.462398483568297
2025-05-12 17:20:00+00:00,14.310649398186552
2025-05-12 17:25:00+00:00,14.205131506312563
2025-05-12 17:30:00+00:00,14.124748002986115
2025-05-12 17:35:00+00:00,11.140854647095935
2025-05-12 17:40:00+00:00,8.228989398122454
2025-05-12 17:45:00+00:00,12.626669498036303
2025-05-12 17:50:00+00:00,13.37628909945488
2025-05-12 17:55:00+00:00,9.390966974633436
2025-05-12 18:00:00+00:00,13.356461166838804
2025-05-12 18:05:00+00:00,15.418018335103989
2025-05-12 18:10:00+00:00,13.236930471808105
2025-05-12 18:15:00+00:00,15.919615480862557
2025-05-12 18:20:00+00:00,14.209259950804215
